Ticker,Name,Weight,Quantity,Price,Avg Volume,New Weight
GM,GENERAL MOTORS,0.48,"231,819.00",47.11,14820066.095238095,0.5044666316342616
MNDY,MONDAYCOM LTD,0.48,"39,599.00",274.00,845792.2380952381,0.5044666316342616
KLAC,KLA CORP,0.46,"14,866.00",694.61,1499409.4761904762,0.48344718864950065
GEHC,GE HEALTHCARE TECHNOLOGIES INC,0.45,"148,382.00",68.42,6446551.428571428,0.47293746715712026
AIG,AMERICAN INTERNATIONAL GROUP INC,0.44,"123,430.00",81.22,5103695.523809524,0.4624277456647398
GILD,GILEAD SCIENCES INC,0.44,"97,167.00",103.17,9813672.523809524,0.4624277456647398
SPOT,SPOTIFY TECHNOLOGY SA,0.44,"16,100.00",620.72,2919080.761904762,0.4624277456647398
NTNX,NUTANIX INC CLASS A,0.44,"148,363.00",67.16,2602123.476190476,0.4624277456647398
AMGN,AMGEN INC,0.43,"34,824.00",280.84,3200260.1428571427,0.4519180241723594
SPGI,S&P GLOBAL INC,0.43,"20,325.00",480.00,1467443.9523809524,0.4519180241723594
EBAY,EBAY INC,0.42,"141,093.00",67.83,6101296.047619048,0.4414083026799789
TEAM,ATLASSIAN CORP CLASS A,0.42,"41,340.00",228.68,2543401.523809524,0.4414083026799789
ETN,EATON PLC,0.42,"32,568.00",288.82,3588825.095238095,0.4414083026799789
UBER,UBER TECHNOLOGIES INC,0.42,"120,962.00",77.75,20069440.666666668,0.4414083026799789
AFL,AFLAC INC,0.41,"85,724.00",107.94,2168607.5714285714,0.43089858118759844
IBM,INTERNATIONAL BUSINESS MACHINES CO,0.41,"39,547.00",232.41,5797576.142857143,0.43089858118759844
CSCO,CISCO SYSTEMS INC,0.41,"161,947.00",56.71,26294239.19047619,0.43089858118759844
AMAT,APPLIED MATERIAL INC,0.4,"59,987.00",151.55,9636405.42857143,0.420388859695218
CNM,CORE & MAIN INC CLASS A,0.4,"170,862.00",52.53,2064281.5714285714,0.420388859695218
WSM,WILLIAMS SONOMA INC,0.39,"59,015.00",151.19,2556999.4285714286,0.4098791382028375
CRH,CRH PUBLIC LIMITED PLC,0.39,"94,755.00",92.44,5980698.285714285,0.4098791382028375
APP,APPLOVIN CORP CLASS A,0.39,"31,498.00",276.83,8491198.714285715,0.4098791382028375
KR,KROGER,0.38,"122,417.00",70.00,9756971.476190476,0.39936941671045706
HPE,HEWLETT PACKARD ENTERPRISE,0.38,"524,923.00",16.24,25092301.666666668,0.39936941671045706
VZ,VERIZON COMMUNICATIONS INC,0.38,"202,976.00",41.91,26772002.57142857,0.39936941671045706
VST,VISTRA CORP,0.37,"66,600.00",126.64,7642617.0,0.3888596952180766
NU,NU HOLDINGS LTD CLASS A,0.37,"689,884.00",12.01,58184715.47619048,0.3888596952180766
SPG,SIMON PROPERTY GROUP REIT INC,0.37,"52,829.00",156.66,2066480.0952380951,0.3888596952180766
CRM,SALESFORCE INC,0.36,"30,246.00",267.85,7291914.619047619,0.3783499737256962
WIX,WIX.COM LTD,0.36,"48,346.00",166.44,820733.9523809524,0.3783499737256962
TEL,TE CONNECTIVITY PLC,0.36,"55,690.00",144.37,2411621.904761905,0.3783499737256962
BAC,BANK OF AMERICA CORP,0.35,"202,134.00",39.69,63982597.666666664,0.36784025223331573
DUOL,DUOLINGO INC CLASS A,0.35,"20,626.00",381.83,851160.8095238095,0.36784025223331573
AMP,AMERIPRISE FINANCE INC,0.35,"16,826.00",465.94,613126.2857142857,0.36784025223331573
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,0.34,"45,996.00",169.28,2489002.761904762,0.35733053074093535
BLDR,BUILDERS FIRSTSOURCE INC,0.34,"63,772.00",121.35,1681291.8095238095,0.35733053074093535
CMCSA,COMCAST CORP CLASS A,0.34,"227,042.00",33.90,28200570.19047619,0.35733053074093535
HD,HOME DEPOT INC,0.34,"21,354.00",357.58,3958566.0476190476,0.35733053074093535
VLO,VALERO ENERGY CORP,0.34,"66,643.00",113.87,4115777.095238095,0.35733053074093535
YUM,YUM BRANDS INC,0.33,"51,341.00",147.30,2752122.1428571427,0.34682080924855485
PAYX,PAYCHEX INC,0.33,"52,310.00",143.21,2510739.1904761903,0.34682080924855485
MSCI,MSCI INC,0.33,"13,783.00",535.36,649738.7619047619,0.34682080924855485
CTAS,CINTAS CORP,0.33,"35,270.00",208.40,2304529.8095238097,0.34682080924855485
HRB,H&R BLOCK INC,0.32,"122,267.00",59.69,1774189.1904761905,0.3363110877561744
TRV,TRAVELERS COMPANIES INC,0.32,"28,031.00",259.16,1594867.619047619,0.3363110877561744
BRX,BRIXMOR PROPERTY GROUP REIT INC,0.31,"273,580.00",25.78,2445266.714285714,0.32580136626379397
DOCU,DOCUSIGN INC,0.31,"84,648.00",82.81,2129664.8095238097,0.32580136626379397
MDT,MEDTRONIC PLC,0.31,"83,163.00",84.16,7286619.428571428,0.32580136626379397
AXP,AMERICAN EXPRESS,0.3,"26,020.00",264.81,4182498.238095238,0.31529164477141347
TGT,TARGET CORP,0.3,"70,961.00",96.58,9042039.904761905,0.31529164477141347
IT,GARTNER INC,0.3,"16,391.00",416.09,742177.8571428572,0.31529164477141347
TT,TRANE TECHNOLOGIES PLC,0.3,"19,581.00",347.97,1605150.2857142857,0.31529164477141347
AYI,ACUITY INC,0.3,"27,592.00",242.84,554117.1428571428,0.31529164477141347
AWK,AMERICAN WATER WORKS INC,0.29,"45,930.00",143.97,1683447.0,0.30478192327903303
EQR,EQUITY RESIDENTIAL REIT,0.29,"96,356.00",68.53,2178704.8571428573,0.30478192327903303
INTU,INTUIT INC,0.29,"10,513.00",624.12,1952717.9047619049,0.30478192327903303
ADP,AUTOMATIC DATA PROCESSING INC,0.29,"22,249.00",291.76,2139820.095238095,0.30478192327903303
MEDP,MEDPACE HOLDINGS INC,0.29,"21,644.00",298.55,752667.4761904762,0.30478192327903303
CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,0.28,"15,166.00",424.88,3979093.9523809524,0.2942722017866526
WY,WEYERHAEUSER REIT,0.28,"259,556.00",24.81,4347138.571428572,0.2942722017866526
EME,EMCOR GROUP INC,0.28,"15,374.00",410.24,573188.1904761905,0.2942722017866526
BBY,BEST BUY INC,0.28,"92,378.00",67.71,5588473.523809524,0.2942722017866526
CVLT,COMMVAULT SYSTEMS INC,0.27,"36,753.00",165.51,502617.5238095238,0.2837624802942722
DELL,DELL TECHNOLOGIES INC CLASS C,0.27,"63,809.00",94.89,9584690.714285715,0.2837624802942722
ANET,ARISTA NETWORKS INC,0.26,"76,498.00",77.91,12430681.476190476,0.2732527588018917
LOW,LOWES COMPANIES INC,0.26,"26,733.00",220.91,2845492.9523809524,0.2732527588018917
HOLX,HOLOGIC INC,0.26,"101,459.00",58.02,3384911.8571428573,0.2732527588018917
SYF,SYNCHRONY FINANCIAL,0.26,"112,736.00",51.42,5868634.952380952,0.2732527588018917
CI,CIGNA,0.25,"17,072.00",335.36,1882578.4761904762,0.26274303730951126
ELV,ELEVANCE HEALTH INC,0.25,"13,399.00",421.68,1954282.9047619049,0.26274303730951126
MTG,MGIC INVESTMENT CORP,0.25,"232,506.00",24.22,2166239.3333333335,0.26274303730951126
COF,CAPITAL ONE FINANCIAL CORP,0.25,"30,514.00",182.73,6130844.095238095,0.26274303730951126
DUK,DUKE ENERGY CORP,0.25,"46,449.00",119.85,4366998.428571428,0.26274303730951126
CAT,CATERPILLAR INC,0.24,"18,067.00",306.45,3536117.476190476,0.2522333158171308
TPR,TAPESTRY INC,0.24,"80,273.00",68.88,6274838.333333333,0.2522333158171308
PCOR,PROCORE TECHNOLOGIES INC,0.24,"85,553.00",63.74,1564792.0,0.2522333158171308
LRCX,LAM RESEARCH CORP,0.24,"76,244.00",71.42,15625839.19047619,0.2522333158171308
STT,STATE STREET CORP,0.24,"62,243.00",87.38,2712230.523809524,0.2522333158171308
GTLB,GITLAB INC CLASS A,0.24,"114,251.00",47.16,3048458.285714286,0.2522333158171308
MLI,MUELLER INDUSTRIES INC,0.24,"73,124.00",73.01,1034548.3333333334,0.2522333158171308
WEC,WEC ENERGY GROUP INC,0.23,"49,144.00",107.73,2229123.285714286,0.24172359432475032
EMR,EMERSON ELECTRIC,0.23,"49,985.00",105.28,3420388.904761905,0.24172359432475032
MSI,MOTOROLA SOLUTIONS INC,0.23,"12,089.00",430.22,944384.0952380953,0.24172359432475032
BLK,BLACKROCK INC,0.23,"5,659.00",907.69,918467.2857142857,0.24172359432475032
DVA,DAVITA INC,0.22,"36,162.00",139.56,879961.5714285715,0.2312138728323699
KMI,KINDER MORGAN INC,0.22,"187,632.00",26.85,15907614.095238095,0.2312138728323699
GIS,GENERAL MILLS INC,0.21,"86,410.00",56.14,4966089.428571428,0.22070415133998944
JHG,JANUS HENDERSON GROUP PLC,0.21,"146,728.00",32.83,1768235.2857142857,0.22070415133998944
AVB,AVALONBAY COMMUNITIES REIT INC,0.21,"23,402.00",205.76,997909.8571428572,0.22070415133998944
ADBE,ADOBE INC,0.21,"13,088.00",367.72,4299134.571428572,0.22070415133998944
MANH,MANHATTAN ASSOCIATES INC,0.21,"27,337.00",174.58,946594.619047619,0.22070415133998944
SN,SHARKNINJA INC,0.21,"59,415.00",79.78,2549861.0476190476,0.22070415133998944
CVS,CVS HEALTH CORP,0.21,"71,703.00",65.32,11183810.238095239,0.22070415133998944
AMT,AMERICAN TOWER REIT CORP,0.21,"22,118.00",210.82,3912675.9523809524,0.22070415133998944
ORCL,ORACLE CORP,0.21,"33,500.00",138.49,10865649.238095239,0.22070415133998944
EXC,EXELON CORP,0.21,"100,328.00",46.22,10435289.476190476,0.22070415133998944
COOP,MR COOPER GROUP INC,0.2,"39,136.00",116.72,1655013.0476190476,0.210194429847609
COP,CONOCOPHILLIPS,0.2,"49,579.00",91.72,8693185.285714285,0.210194429847609
PCAR,PACCAR INC,0.2,"49,389.00",91.89,3873679.476190476,0.210194429847609
PFE,PFIZER INC,0.2,"195,642.00",22.92,56929334.333333336,0.210194429847609
ETSY,ETSY INC,0.2,"97,668.00",45.86,4598587.0,0.210194429847609
RL,RALPH LAUREN CORP CLASS A,0.2,"20,333.00",219.96,1325370.7142857143,0.210194429847609
WING,WINGSTOP INC,0.2,"19,499.00",227.30,934429.9523809524,0.210194429847609
DECK,DECKERS OUTDOOR CORP,0.2,"40,507.00",109.19,3276770.3333333335,0.210194429847609
IOT,SAMSARA INC CLASS A,0.2,"112,001.00",39.42,5158783.476190476,0.210194429847609
FOXA,FOX CORP CLASS A,0.19,"89,260.00",49.35,4539243.523809524,0.19968470835522853
OTIS,OTIS WORLDWIDE CORP,0.19,"46,706.00",92.93,3318301.6666666665,0.19968470835522853
ABNB,AIRBNB INC CLASS A,0.19,"35,281.00",122.51,6138080.571428572,0.19968470835522853
TMO,THERMO FISHER SCIENTIFIC INC,0.19,"10,048.00",424.24,3000415.904761905,0.19968470835522853
NDAQ,NASDAQ INC,0.19,"56,497.00",75.36,3797888.4285714286,0.19968470835522853
LMT,LOCKHEED MARTIN CORP,0.18,"8,758.00",477.64,1670354.619047619,0.1891749868628481
RHI,ROBERT HALF,0.18,"92,431.00",44.01,2026257.0476190476,0.1891749868628481
DKS,DICKS SPORTING INC,0.18,"21,586.00",187.77,1531556.8095238095,0.1891749868628481
MOH,MOLINA HEALTHCARE INC,0.18,"12,847.00",314.51,902045.4761904762,0.1891749868628481
CVNA,CARVANA CLASS A,0.18,"16,888.00",237.15,5196862.380952381,0.1891749868628481
F,FORD MOTOR CO,0.17,"387,701.00",10.04,149371348.57142857,0.17866526537046767
SYK,STRYKER CORP,0.17,"10,580.00",365.06,1949232.9523809524,0.17866526537046767
ESTC,ELASTIC NV,0.16,"44,118.00",84.22,1835206.2857142857,0.1681555438780872
NUE,NUCOR CORP,0.16,"31,702.00",115.72,2468921.1904761903,0.1681555438780872
BBWI,BATH AND BODY WORKS INC,0.16,"123,891.00",29.58,6101064.285714285,0.1681555438780872
BDX,BECTON DICKINSON,0.16,"17,367.00",205.08,2455360.0476190476,0.1681555438780872
UGI,UGI CORP,0.16,"108,090.00",32.63,2377538.6666666665,0.1681555438780872
MET,METLIFE INC,0.15,"46,520.00",75.19,4433726.952380952,0.15764582238570674
CRUS,CIRRUS LOGIC INC,0.15,"37,210.00",93.41,692370.380952381,0.15764582238570674
CDNS,CADENCE DESIGN SYSTEMS INC,0.15,"11,739.00",289.63,2464787.238095238,0.15764582238570674
VNO,VORNADO REALTY TRUST REIT,0.15,"94,389.00",35.75,1494872.4285714286,0.15764582238570674
JBL,JABIL INC,0.15,"22,866.00",146.92,1567341.4285714286,0.15764582238570674
TAP,MOLSON COORS BREWING CLASS B,0.15,"58,580.00",56.80,2320091.0476190476,0.15764582238570674
ANF,ABERCROMBIE AND FITCH CLASS A,0.14,"45,665.00",71.64,2637599.8571428573,0.1471361008933263
STLD,STEEL DYNAMICS INC,0.14,"25,422.00",127.34,1685064.619047619,0.1471361008933263
XP,XP CLASS A INC,0.14,"202,638.00",15.96,7995220.857142857,0.1471361008933263
ALLY,ALLY FINANCIAL INC,0.14,"98,211.00",32.92,5352252.142857143,0.1471361008933263
HPQ,HP INC,0.14,"127,367.00",25.28,10767097.761904761,0.1471361008933263
PSA,PUBLIC STORAGE REIT,0.14,"11,054.00",290.91,958341.8095238095,0.1471361008933263
BAH,BOOZ ALLEN HAMILTON HOLDING CORP C,0.14,"26,071.00",119.59,2822286.3333333335,0.1471361008933263
HUBS,HUBSPOT INC,0.14,"5,031.00",615.49,803058.0952380953,0.1471361008933263
OKTA,OKTA INC CLASS A,0.14,"29,732.00",103.38,3223130.619047619,0.1471361008933263
C,CITIGROUP INC,0.13,"44,356.00",68.43,22369306.42857143,0.13662637940094585
SO,SOUTHERN,0.13,"33,002.00",90.43,4672202.142857143,0.13662637940094585
ECL,ECOLAB INC,0.13,"12,528.00",238.14,1506269.0476190476,0.13662637940094585
FERG,FERGUSON ENTERPRISES INC,0.13,"17,286.00",169.45,2132006.3333333335,0.13662637940094585
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,0.13,"44,525.00",65.59,9611513.61904762,0.13662637940094585
CPNG,COUPANG INC CLASS A,0.13,"123,401.00",23.44,7881128.380952381,0.13662637940094585
CEG,CONSTELLATION ENERGY CORP,0.12,"12,483.00",222.99,3933066.523809524,0.1261166579085654
EAT,BRINKER INTERNATIONAL INC,0.12,"17,405.00",159.65,1948652.3333333333,0.1261166579085654
MMM,3M,0.12,"20,174.00",137.32,4793715.333333333,0.1261166579085654
UNM,UNUM,0.12,"34,874.00",78.47,1732064.8095238095,0.1261166579085654
ZS,ZSCALER INC,0.12,"12,639.00",215.58,2817164.714285714,0.1261166579085654
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,0.12,"24,086.00",112.78,112774960.95238096,0.1261166579085654
NEE,NEXTERA ENERGY INC,0.12,"40,809.00",66.09,13105075.666666666,0.1261166579085654
OMC,OMNICOM GROUP INC,0.12,"34,884.00",74.92,3702695.476190476,0.1261166579085654
SFM,SPROUTS FARMERS MARKET INC,0.11,"14,848.00",168.03,1711987.761904762,0.11560693641618495
NRG,NRG ENERGY INC,0.11,"22,781.00",108.33,2814498.1904761903,0.11560693641618495
MS,MORGAN STANLEY,0.11,"20,845.00",116.01,9338733.19047619,0.11560693641618495
CB,CHUBB LTD,0.11,"8,577.00",279.11,1987656.8095238095,0.11560693641618495
SBUX,STARBUCKS CORP,0.11,"28,352.00",83.81,12554538.19047619,0.11560693641618495
VOYA,VOYA FINANCIAL INC,0.1,"39,808.00",59.04,1161042.1904761905,0.1050972149238045
FI,FISERV INC,0.1,"13,183.00",177.53,4547161.19047619,0.1050972149238045
PANW,PALO ALTO NETWORKS INC,0.1,"13,041.00",178.98,5982049.857142857,0.1050972149238045
PH,PARKER-HANNIFIN CORP,0.1,"3,823.00",598.02,986354.0,0.1050972149238045
ACI,ALBERTSONS COMPANY INC CLASS A,0.1,"98,924.00",21.91,7289995.571428572,0.1050972149238045
CME,CME GROUP INC CLASS A,0.09,"8,010.00",266.30,3051214.476190476,0.09458749343142404
VRTX,VERTEX PHARMACEUTICALS INC,0.09,"4,112.00",493.84,1696534.761904762,0.09458749343142404
VEEV,VEEVA SYSTEMS INC CLASS A,0.09,"8,823.00",227.54,1408193.9047619049,0.09458749343142404
USD,USD CASH,0.09,"1,999,110.00",100.00,1075997.8095238095,0.09458749343142404
PRU,PRUDENTIAL FINANCIAL INC,0.09,"19,303.00",102.90,2078989.619047619,0.09458749343142404
GL,GLOBE LIFE INC,0.09,"15,863.00",122.96,676015.0,0.09458749343142404
ACGL,ARCH CAPITAL GROUP LTD,0.08,"19,346.00",90.68,1726354.238095238,0.0840777719390436
EXE,EXPAND ENERGY CORP,0.08,"16,376.00",105.30,4185162.9523809524,0.0840777719390436
HUM,HUMANA INC,0.08,"6,490.00",264.40,1836788.0476190476,0.0840777719390436
CHTR,CHARTER COMMUNICATIONS INC CLASS A,0.07,"4,471.00",373.65,1615361.761904762,0.07356805044666315
SHW,SHERWIN WILLIAMS,0.07,"4,894.00",331.62,2034577.142857143,0.07356805044666315
APA,APA CORP,0.07,"92,607.00",16.35,10605136.61904762,0.07356805044666315
MGM,MGM RESORTS INTERNATIONAL,0.07,"46,587.00",31.67,6863387.523809524,0.07356805044666315
RRC,RANGE RESOURCES CORP,0.06,"41,779.00",34.79,3565126.8571428573,0.0630583289542827
TTEK,TETRA TECH INC,0.06,"46,169.00",31.21,1965278.0952380951,0.0630583289542827
SNPS,SYNOPSYS INC,0.06,"3,199.00",446.62,1451091.9047619049,0.0630583289542827
SLM,SLM CORP,0.06,"50,263.00",27.75,2717334.0,0.0630583289542827
PSX,PHILLIPS,0.06,"13,331.00",103.97,3641088.8095238097,0.0630583289542827
MCHP,MICROCHIP TECHNOLOGY INC,0.06,"29,397.00",46.89,15431431.761904761,0.0630583289542827
ALNY,ALNYLAM PHARMACEUTICALS INC,0.06,"5,455.00",251.56,1076618.1904761905,0.0630583289542827
STWD,STARWOOD PROPERTY TRUST REIT INC,0.06,"70,621.00",18.88,3868786.6666666665,0.0630583289542827
GD,GENERAL DYNAMICS CORP,0.06,"4,642.00",271.97,1815387.238095238,0.0630583289542827
NOC,NORTHROP GRUMMAN CORP,0.05,"2,550.00",473.20,1434241.761904762,0.05254860746190225
UAL,UNITED AIRLINES HOLDINGS INC,0.05,"16,357.00",68.20,11827327.904761905,0.05254860746190225
PFG,PRINCIPAL FINANCIAL GROUP INC,0.05,"14,534.00",73.46,1918365.238095238,0.05254860746190225
NVT,NVENT ELECTRIC PLC,0.05,"19,289.00",54.80,2403666.4285714286,0.05254860746190225
MAS,MASCO CORP,0.05,"17,371.00",60.42,2875551.1904761903,0.05254860746190225
KHC,KRAFT HEINZ,0.05,"34,754.00",29.49,11218090.333333334,0.05254860746190225
RMBS,RAMBUS INC,0.04,"19,781.00",50.94,1274721.5714285714,0.0420388859695218
BSX,BOSTON SCIENTIFIC CORP,0.04,"9,583.00",101.90,10248145.19047619,0.0420388859695218
NOW,SERVICENOW INC,0.04,"1,022.00",945.26,2326701.523809524,0.0420388859695218
ITW,ILLINOIS TOOL INC,0.04,"3,999.00",239.50,1354653.238095238,0.0420388859695218
ETR,ENTERGY CORP,0.04,"10,815.00",84.61,4431914.476190476,0.0420388859695218
HSY,HERSHEY FOODS,0.04,"5,445.00",163.28,1447294.8095238095,0.0420388859695218
PYPL,PAYPAL HOLDINGS INC,0.04,"13,338.00",65.34,12950113.42857143,0.0420388859695218
BXP,BXP INC,0.04,"13,190.00",65.85,1669830.0476190476,0.0420388859695218
CARR,CARRIER GLOBAL CORP,0.04,"14,345.00",60.06,5249530.857142857,0.0420388859695218
LNTH,LANTHEUS HOLDINGS INC,0.04,"7,877.00",101.77,823521.9047619047,0.0420388859695218
ULTA,ULTA BEAUTY INC,0.03,"2,029.00",383.67,975957.1428571428,0.03152916447714135
DE,DEERE,0.03,"1,678.00",459.30,1496973.8095238095,0.03152916447714135
STX,SEAGATE TECHNOLOGY HOLDINGS PLC,0.03,"9,048.00",82.70,5060766.380952381,0.03152916447714135
PLD,PROLOGIS REIT INC,0.03,"6,645.00",102.24,7151222.80952381,0.03152916447714135
AGCO,AGCO CORP,0.03,"8,093.00",83.80,1152786.238095238,0.03152916447714135
HIG,HARTFORD INSURANCE GROUP INC,0.03,"5,480.00",118.76,1663997.380952381,0.03152916447714135
HOOD,ROBINHOOD MARKETS INC CLASS A,0.03,"12,756.00",49.45,48704888.0,0.03152916447714135
EVR,EVERCORE INC CLASS A,0.03,"3,154.00",197.58,976471.0476190476,0.03152916447714135
ZBH,ZIMMER BIOMET HOLDINGS INC,0.03,"6,027.00",101.51,2273447.1904761903,0.03152916447714135
ACN,ACCENTURE PLC CLASS A,0.03,"2,080.00",293.39,3766920.0,0.03152916447714135
CMC,COMMERCIAL METALS,0.02,"12,591.00",44.16,1279464.4285714286,0.0210194429847609
ADI,ANALOG DEVICES INC,0.02,"2,845.00",194.59,5352944.047619048,0.0210194429847609
FNF,FIDELITY NATIONAL FINANCIAL INC,0.02,"8,399.00",62.65,1704258.5714285714,0.0210194429847609
EXPE,EXPEDIA GROUP INC,0.02,"3,266.00",160.11,2506128.619047619,0.0210194429847609
SOLV,SOLVENTUM CORP,0.02,"7,655.00",66.07,1249608.9047619049,0.0210194429847609
DTE,DTE ENERGY,0.02,"3,588.00",134.76,1639080.619047619,0.0210194429847609
MRNA,MODERNA INC,0.02,"16,541.00",27.22,9581906.142857144,0.0210194429847609
BPMC,BLUEPRINT MEDICINES CORP,0.02,"4,828.00",87.66,1103412.9047619049,0.0210194429847609
CAH,CARDINAL HEALTH INC,0.02,"3,014.00",137.56,2748749.523809524,0.0210194429847609
AMD,ADVANCED MICRO DEVICES INC,0.02,"4,231.00",96.64,44566767.666666664,0.0210194429847609
FTI,TECHNIPFMC PLC,0.02,"14,355.00",28.33,5910839.523809524,0.0210194429847609
CRS,CARPENTER TECHNOLOGY CORP,0.02,"1,834.00",199.00,997057.6666666666,0.0210194429847609
HWM,HOWMET AEROSPACE INC,0.02,"2,599.00",135.76,3014544.0,0.0210194429847609
SJM,JM SMUCKER,0.01,"2,790.00",115.23,1239761.761904762,0.01050972149238045
CL,COLGATE-PALMOLIVE,0.01,"3,365.00",93.91,6410988.047619048,0.01050972149238045
CAVA,CAVA GROUP INC,0.01,"3,417.00",90.80,3226930.3333333335,0.01050972149238045
DOCS,DOXIMITY INC CLASS A,0.01,"5,464.00",56.65,2176373.6666666665,0.01050972149238045
IRM,IRON MOUNTAIN INC,0.01,"3,460.00",87.72,1899329.1904761905,0.01050972149238045
NTAP,NETAPP INC,0.01,"3,381.00",88.45,2418817.380952381,0.01050972149238045
EOG,EOG RESOURCES INC,0.01,"2,307.00",113.07,4413290.952380952,0.01050972149238045
TXN,TEXAS INSTRUMENT INC,0.01,"1,091.00",162.86,11504408.333333334,0.01050972149238045
