Ticker,Name,Weight,Quantity,Price,Avg Volume,New Weight
PAYX,PAYCHEX INC,0.47,"1,548,544.00",143.21,2528212.85,0.48013075901522106
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,0.45,"2,624,120.00",81.03,3001022.0,0.4596996628869137
AMP,AMERIPRISE FINANCE INC,0.44,"452,760.00",465.94,624085.5,0.44948411482276013
WSM,WILLIAMS SONOMA INC,0.44,"1,389,310.00",151.19,2636984.15,0.44948411482276013
PHM,PULTEGROUP INC,0.43,"1,999,006.00",101.88,2418647.5,0.4392685667586065
DECK,DECKERS OUTDOOR CORP,0.4,"1,758,823.00",109.19,3357689.2,0.4086219225661456
SHW,SHERWIN WILLIAMS,0.4,"570,102.00",331.62,2025401.0,0.4086219225661456
AFL,AFLAC INC,0.39,"1,741,516.00",107.94,2227293.9,0.39840637450199196
EXE,EXPAND ENERGY CORP,0.39,"1,769,634.00",105.30,4242178.65,0.39840637450199196
FAST,FASTENAL,0.38,"2,263,375.00",80.73,4590624.95,0.38819082643783825
ATO,ATMOS ENERGY CORP,0.38,"1,146,409.00",158.14,1328916.1,0.38819082643783825
CBRE,CBRE GROUP INC CLASS A,0.37,"1,471,759.00",120.73,2370181.7,0.3779752783736846
ZTS,ZOETIS INC CLASS A,0.37,"1,136,583.00",153.47,3077854.8,0.3779752783736846
ULTA,ULTA BEAUTY INC,0.36,"451,727.00",383.67,991550.85,0.367759730309531
AWK,AMERICAN WATER WORKS INC,0.35,"1,166,295.00",143.97,1717128.65,0.3575441822453773
CSGP,COSTAR GROUP INC,0.34,"1,982,553.00",82.82,3432705.05,0.3473286341812237
BBY,BEST BUY INC,0.28,"1,994,747.00",67.71,5767777.4,0.2860353457963019
AVB,AVALONBAY COMMUNITIES REIT INC,0.26,"608,557.00",205.76,1020278.6,0.2656042496679946
APD,AIR PRODUCTS AND CHEMICALS INC,0.24,"436,127.00",267.11,1309360.6,0.2451731535396873
ACGL,ARCH CAPITAL GROUP LTD,0.24,"1,236,687.00",90.68,1747544.65,0.2451731535396873
ECL,ECOLAB INC,0.24,"470,918.00",238.14,1503704.9,0.2451731535396873
IDXX,IDEXX LABORATORIES INC,0.23,"252,522.00",437.44,1095664.65,0.23495760547553368
ODFL,OLD DOMINION FREIGHT LINE INC,0.23,"731,973.00",146.74,2164116.3,0.23495760547553368
EQR,EQUITY RESIDENTIAL REIT,0.21,"1,457,317.00",68.53,2182257.2,0.21452650934722642
NTAP,NETAPP INC,0.21,"1,124,777.00",88.45,2480649.8,0.21452650934722642
MNST,MONSTER BEVERAGE CORP,0.21,"1,668,341.00",58.67,6466082.65,0.21452650934722642
EW,EDWARDS LIFESCIENCES CORP,0.21,"1,284,753.00",76.04,5398281.5,0.21452650934722642
MPWR,MONOLITHIC POWER SYSTEMS INC,0.2,"166,079.00",583.72,1237386.45,0.2043109612830728
POOL,POOL CORP,0.2,"329,450.00",291.59,574711.5,0.2043109612830728
MANH,MANHATTAN ASSOCIATES INC,0.18,"484,624.00",174.58,960648.65,0.1838798651547655
DOCU,DOCUSIGN INC,0.17,"985,531.00",82.81,2185291.65,0.17366431709061186
EA,ELECTRONIC ARTS INC,0.17,"555,827.00",146.60,3119445.15,0.17366431709061186
CBOE,CBOE GLOBAL MARKETS INC,0.16,"352,701.00",213.59,1101969.0,0.16344876902645822
RMD,RESMED INC,0.16,"312,945.00",235.88,1452059.35,0.16344876902645822
EME,EMCOR GROUP INC,0.14,"168,197.00",410.24,580222.7,0.14301767289815095
LPLA,LPL FINANCIAL HOLDINGS INC,0.14,"217,849.00",314.54,1329475.7,0.14301767289815095
TROW,T ROWE PRICE GROUP INC,0.14,"772,082.00",88.44,2667716.4,0.14301767289815095
VLTO,VERALTO CORP,0.14,"737,781.00",92.31,1679844.55,0.14301767289815095
VEEV,VEEVA SYSTEMS INC CLASS A,0.14,"297,428.00",227.54,1429063.1,0.14301767289815095
A,AGILENT TECHNOLOGIES INC,0.14,"607,508.00",106.28,2608975.3,0.14301767289815095
WTRG,ESSENTIAL UTILITIES INC,0.13,"1,527,151.00",40.12,1831601.5,0.1328021248339973
ROL,ROLLINS INC,0.12,"1,059,884.00",55.31,2620718.2,0.12258657676984365
HSY,HERSHEY FOODS,0.11,"325,396.00",163.28,1460497.5,0.11237102870569003
PPG,PPG INDUSTRIES INC,0.1,"481,581.00",102.57,2483098.2,0.1021554806415364
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,0.1,"453,798.00",108.58,1624456.85,0.1021554806415364
PAYC,PAYCOM SOFTWARE INC,0.1,"202,340.00",227.60,609065.0,0.1021554806415364
JKHY,JACK HENRY AND ASSOCIATES INC,0.1,"267,691.00",170.93,636740.1,0.1021554806415364
GGG,GRACO INC,0.09,"543,288.00",81.36,1153443.55,0.09193993257738275
WAT,WATERS CORP,0.08,"108,368.00",337.89,633988.15,0.08172438451322911
MOH,MOLINA HEALTHCARE INC,0.08,"114,484.00",314.51,921651.8,0.08172438451322911
SEIC,SEI INVESTMENTS,0.07,"412,145.00",78.59,863712.1,0.07150883644907548
WST,WEST PHARMACEUTICAL SERVICES INC,0.07,"146,589.00",214.55,1102879.05,0.07150883644907548
OMC,OMNICOM GROUP INC,0.07,"414,691.00",74.92,3800355.3,0.07150883644907548
PKG,PACKAGING CORP OF AMERICA,0.06,"159,082.00",184.82,1012845.1,0.061293288384921825
AVY,AVERY DENNISON CORP,0.06,"167,576.00",170.75,1109849.45,0.061293288384921825
SOLV,SOLVENTUM CORP,0.06,"418,874.00",66.07,1283352.85,0.061293288384921825
RPM,RPM INTERNATIONAL INC,0.05,"248,992.00",104.44,843092.2,0.0510777403207682
AOS,A O SMITH CORP,0.05,"369,676.00",64.99,1685765.2,0.0510777403207682
IPG,INTERPUBLIC GROUP OF COMPANIES INC,0.04,"792,446.00",24.56,6271248.15,0.040862192256614555
USD,USD CASH,0.04,"18,450,289.00",100.00,1106637.75,0.040862192256614555
