Ticker,Name,Weight,Quantity,Price,Avg Volume,New Weight
GLW,CORNING INC,1.02,"1,443,830.00",44.18,6810998.238095238,1.0286405808793868
FDX,FEDEX CORP,0.9,"266,387.00",211.56,1931491.9523809524,0.9076240419524002
ADM,ARCHER DANIELS MIDLAND,0.88,"1,130,349.00",48.25,3516560.476190476,0.8874546187979023
HPQ,HP INC,0.87,"2,146,438.00",25.28,10656668.047619049,0.8773699072206533
PHM,PULTEGROUP INC,0.8,"490,769.00",101.88,2305337.1428571427,0.8067769261799113
CNC,CENTENE CORP,0.8,"859,581.00",57.69,4847000.619047619,0.8067769261799113
PCAR,PACCAR INC,0.73,"494,023.00",91.89,3473557.095238095,0.7361839451391688
DELL,DELL TECHNOLOGIES INC CLASS C,0.71,"464,593.00",94.89,9647450.238095239,0.7160145219846711
VLO,VALERO ENERGY CORP,0.65,"355,586.00",113.87,4076005.8571428573,0.6555062525211778
COF,CAPITAL ONE FINANCIAL CORP,0.65,"220,215.00",182.73,6066869.428571428,0.6555062525211778
ZM,ZOOM COMMUNICATIONS INC CLASS A,0.6,"490,493.00",76.03,2124412.476190476,0.6050826946349334
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,0.56,"431,779.00",81.07,4505622.285714285,0.5647438483259379
TSN,TYSON FOODS INC CLASS A,0.56,"575,688.00",60.62,2245630.1904761903,0.5647438483259379
CMI,CUMMINS INC,0.54,"114,988.00",293.26,949433.0952380953,0.5445744251714401
URI,UNITED RENTALS INC,0.53,"52,465.00",633.60,844305.1428571428,0.5344897135941912
AIG,AMERICAN INTERNATIONAL GROUP INC,0.52,"398,367.00",81.22,5167571.619047619,0.5244050020169423
TAP,MOLSON COORS BREWING CLASS B,0.51,"563,476.00",56.80,2280379.523809524,0.5143202904396934
TFC,TRUIST FINANCIAL CORP,0.5,"823,338.00",37.67,13341413.095238095,0.5042355788624444
VST,VISTRA CORP,0.49,"241,149.00",126.64,7683006.904761905,0.4941508672851955
EXPE,EXPEDIA GROUP INC,0.49,"190,176.00",160.11,2447303.8571428573,0.4941508672851955
FANG,DIAMONDBACK ENERGY INC,0.48,"219,936.00",136.76,2854841.0,0.4840661557079467
LHX,L3HARRIS TECHNOLOGIES INC,0.48,"138,582.00",216.08,1695184.761904762,0.4840661557079467
NUE,NUCOR CORP,0.46,"247,480.00",115.72,2404417.1428571427,0.4638967325534489
ON,ON SEMICONDUCTOR CORP,0.45,"709,230.00",39.63,11688326.61904762,0.4538120209762001
MET,METLIFE INC,0.45,"372,215.00",75.19,4508875.761904762,0.4538120209762001
FFIV,F5 INC,0.45,"103,300.00",270.03,557916.8571428572,0.4538120209762001
EQT,EQT CORP,0.44,"550,345.00",50.24,9458573.095238095,0.44372730939895116
WBD,WARNER BROS. DISCOVERY INC SERIES,0.44,"3,200,635.00",8.59,45337230.61904762,0.44372730939895116
BK,BANK OF NEW YORK MELLON CORP,0.44,"349,362.00",78.65,4385877.80952381,0.44372730939895116
USB,US BANCORP,0.44,"680,070.00",39.92,13414771.666666666,0.44372730939895116
WBA,WALGREEN BOOTS ALLIANCE INC,0.44,"2,463,592.00",11.01,13279911.761904761,0.44372730939895116
JBL,JABIL INC,0.43,"184,087.00",146.92,1563465.619047619,0.4336425978217023
PCG,PG&E CORP,0.43,"1,557,435.00",17.14,18056525.19047619,0.4336425978217023
PRU,PRUDENTIAL FINANCIAL INC,0.43,"259,038.00",102.90,2113563.523809524,0.4336425978217023
NTAP,NETAPP INC,0.42,"296,003.00",88.45,2442295.285714286,0.42355788624445334
GEN,GEN DIGITAL INC,0.41,"1,012,136.00",25.26,3902024.4285714286,0.41347317466720446
TWLO,TWILIO INC CLASS A,0.41,"267,155.00",95.07,2238246.523809524,0.41347317466720446
BG,BUNGE GLOBAL SA,0.4,"310,713.00",80.91,1572910.142857143,0.40338846308995563
SWKS,SKYWORKS SOLUTIONS INC,0.39,"398,917.00",61.52,4269442.857142857,0.39330375151270675
FSLR,FIRST SOLAR INC,0.39,"172,716.00",141.86,3704050.476190476,0.39330375151270675
D,DOMINION ENERGY INC,0.39,"460,743.00",52.95,5721314.619047619,0.39330375151270675
CTRA,COTERRA ENERGY INC,0.39,"960,338.00",25.37,6529692.285714285,0.39330375151270675
WY,WEYERHAEUSER REIT,0.37,"936,952.00",24.81,4014538.5714285714,0.3731343283582089
JNPR,JUNIPER NETWORKS INC,0.35,"617,392.00",35.60,2507515.1428571427,0.35296490520371115
SJM,JM SMUCKER,0.34,"185,911.00",115.23,1244204.238095238,0.34288019362646227
EXE,EXPAND ENERGY CORP,0.34,"199,922.00",105.30,4089568.0476190476,0.34288019362646227
CAG,CONAGRA BRANDS INC,0.33,"848,857.00",24.45,6382144.047619048,0.3327954820492134
APTV,APTIV PLC,0.33,"367,307.00",55.93,3591359.761904762,0.3327954820492134
VTRS,VIATRIS INC,0.33,"2,514,898.00",8.13,13185212.0,0.3327954820492134
ATO,ATMOS ENERGY CORP,0.31,"122,541.00",158.14,1263724.142857143,0.31262605889471556
BBY,BEST BUY INC,0.31,"285,593.00",67.71,5514611.952380952,0.31262605889471556
RPRX,ROYALTY PHARMA PLC CLASS A,0.31,"595,713.00",32.20,4477969.857142857,0.31262605889471556
STLD,STEEL DYNAMICS INC,0.3,"147,941.00",127.34,1707725.142857143,0.3025413473174667
LKQ,LKQ CORP,0.3,"499,379.00",37.41,2759883.476190476,0.3025413473174667
OVV,OVINTIV INC,0.3,"531,097.00",34.67,3860542.1428571427,0.3025413473174667
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,0.29,"99,240.00",184.03,1071674.619047619,0.2924566357402178
MAA,MID AMERICA APARTMENT COMMUNITIES,0.28,"110,374.00",159.38,1082000.2857142857,0.28237192416296897
OC,OWENS CORNING,0.28,"121,948.00",144.08,949821.8571428572,0.28237192416296897
HST,HOST HOTELS & RESORTS REIT INC,0.28,"1,248,412.00",13.88,11318231.285714285,0.28237192416296897
FOXA,FOX CORP CLASS A,0.27,"335,068.00",49.35,4485295.904761905,0.27228721258572003
PPL,PPL CORP,0.26,"455,835.00",35.93,6441309.285714285,0.26220250100847114
SSNC,SS AND C TECHNOLOGIES HOLDINGS INC,0.26,"220,537.00",72.69,1643679.619047619,0.26220250100847114
EVRG,EVERGY INC,0.25,"227,663.00",67.88,2371365.095238095,0.2521177894312222
LH,LABCORP HOLDINGS INC,0.25,"67,642.00",228.31,899055.4285714285,0.2521177894312222
STT,STATE STREET CORP,0.24,"173,502.00",87.38,2621358.476190476,0.24203307785397335
HIG,HARTFORD INSURANCE GROUP INC,0.24,"125,491.00",118.76,1614030.5238095238,0.24203307785397335
SW,SMURFIT WESTROCK PLC,0.23,"343,079.00",42.23,4164644.761904762,0.23194836627672444
TXT,TEXTRON INC,0.23,"210,171.00",68.42,1659488.619047619,0.23194836627672444
MTB,M&T BANK CORP,0.23,"85,838.00",167.39,1410862.0476190476,0.23194836627672444
BLDR,BUILDERS FIRSTSOURCE INC,0.23,"118,151.00",121.35,1663249.619047619,0.23194836627672444
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,0.23,"237,192.00",59.44,5003066.952380952,0.23194836627672444
DGX,QUEST DIAGNOSTICS INC,0.23,"81,030.00",173.76,1619403.2857142857,0.23194836627672444
ACI,ALBERTSONS COMPANY INC CLASS A,0.23,"640,843.00",21.91,7065326.80952381,0.23194836627672444
AKAM,AKAMAI TECHNOLOGIES INC,0.22,"171,680.00",79.79,1885532.4285714286,0.22186365469947558
DOW,DOW INC,0.22,"453,530.00",30.02,11628825.0,0.22186365469947558
WDC,WESTERN DIGITAL CORP,0.22,"332,844.00",40.78,9727128.42857143,0.22186365469947558
SNA,SNAP ON INC,0.21,"42,933.00",308.76,510109.14285714284,0.21177894312222667
CNH,CNH INDUSTRIAL N.V. NV,0.21,"1,136,065.00",11.64,16334106.0,0.21177894312222667
ES,EVERSOURCE ENERGY,0.2,"220,217.00",57.86,2845431.095238095,0.20169423154497781
CFG,CITIZENS FINANCIAL GROUP INC,0.2,"340,524.00",37.06,5896466.19047619,0.20169423154497781
DVN,DEVON ENERGY CORP,0.2,"392,501.00",31.35,11257061.666666666,0.20169423154497781
SYF,SYNCHRONY FINANCIAL,0.19,"228,445.00",51.42,5807317.619047619,0.1916095199677289
CPT,CAMDEN PROPERTY TRUST REIT,0.18,"100,288.00",114.00,1195979.5238095238,0.18152480839048
USD,USD CASH,0.18,"11,350,058.00",100.00,1075207.0,0.18152480839048
DAL,DELTA AIR LINES INC,0.18,"268,094.00",41.58,14903530.714285715,0.18152480839048
GPN,GLOBAL PAYMENTS INC,0.18,"153,713.00",72.48,4594289.571428572,0.18152480839048
CF,CF INDUSTRIES HOLDINGS INC,0.18,"139,276.00",78.47,2542929.285714286,0.18152480839048
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,0.17,"61,492.00",171.68,793968.1904761905,0.17144009681323114
LDOS,LEIDOS HOLDINGS INC,0.16,"69,880.00",145.71,1634618.380952381,0.16135538523598225
HBAN,HUNTINGTON BANCSHARES INC,0.16,"701,235.00",14.40,22368356.523809522,0.16135538523598225
FITB,FIFTH THIRD BANCORP,0.16,"278,985.00",35.28,6035719.761904762,0.16135538523598225
RF,REGIONS FINANCIAL CORP,0.16,"485,081.00",20.28,11068765.523809524,0.16135538523598225
L,LOEWS CORP,0.16,"113,806.00",85.27,812648.1428571428,0.16135538523598225
FOX,FOX CORP CLASS B,0.15,"205,410.00",45.79,1378908.761904762,0.15127067365873334
SOLV,SOLVENTUM CORP,0.15,"141,022.00",66.07,1288712.2857142857,0.15127067365873334
NLY,ANNALY CAPITAL MANAGEMENT REIT INC,0.13,"429,515.00",19.21,9959116.333333334,0.13110125050423557
SWK,STANLEY BLACK & DECKER INC,0.12,"125,268.00",61.58,3570652.8571428573,0.12101653892698667
EQH,EQUITABLE HOLDINGS INC,0.11,"142,990.00",49.68,3142266.904761905,0.11093182734973779
KEY,KEYCORP,0.11,"477,053.00",14.72,17441023.57142857,0.11093182734973779
ALLY,ALLY FINANCIAL INC,0.11,"209,073.00",32.92,5395585.333333333,0.11093182734973779
LUV,SOUTHWEST AIRLINES,0.1,"244,549.00",26.49,14484482.714285715,0.10084711577248891
EMN,EASTMAN CHEMICAL,0.1,"82,250.00",75.84,1756964.1904761905,0.10084711577248891
FNF,FIDELITY NATIONAL FINANCIAL INC,0.1,"96,200.00",62.65,1713388.7142857143,0.10084711577248891
FBIN,FORTUNE BRANDS INNOVATIONS INC,0.08,"95,807.00",53.56,2143265.8571428573,0.08067769261799113
DVA,DAVITA INC,0.07,"32,818.00",139.56,866942.5714285715,0.07059298104074224
BEN,FRANKLIN RESOURCES INC,0.07,"223,578.00",18.72,5230635.285714285,0.07059298104074224
WLK,WESTLAKE CORP,0.05,"30,153.00",93.39,750013.8571428572,0.050423557886244454
